Site,Sample Name,Description,Time,OC,VM_1,Moisture,NOS,Oil Content,Moisture_1,FFA
KNM-Kunak Mill,190418_PCF1_01_(01)_2159,ALAN,9:59 PM,0,0,0,0,4.18666908266571,40.8404486158069,0
KNM-Kunak Mill,190418_PCF1_02_(01)_2335,ALAN,11:35 PM,0,0,0,0,4.31037982356176,41.7273200902002,0
KNM-Kunak Mill,190418_PCF1_03_(01)_0149,ALAN,1:49 AM,0,0,0,0,4.25362540580295,40.3325199069792,0
KNM-Kunak Mill,190418_PCF1_04_(01)_0536,ALAN,5:36 AM,0,0,0,0,4.43420372791717,40.9964183209236,0
KNM-Kunak Mill,190418_PCF1_05_(01)_0622,ALAN,6:22 AM,0,0,0,0,4.20210805676102,39.0266216558065,0
KNM-Kunak Mill,190418_PCF2_01_(01)_2203,ALAN,10:03 PM,0,0,0,0,4.20416210165779,40.3460824173951,0
KNM-Kunak Mill,190418_PCF2_02_(01)_2339,ALAN,11:39 PM,0,0,0,0,4.52240913122489,44.1146590561219,0
KNM-Kunak Mill,190418_PCF2_04_(01)_0628,ALAN,6:28 AM,0,0,0,0,4.13115062013445,39.1896022977517,0
KNM-Kunak Mill,190418_PCF3_01_(01)_2201,ALAN,10:01 PM,0,0,0,0,4.15620087500926,40.6384292335318,0
KNM-Kunak Mill,190418_PCF3_02_(01)_2337,ALAN,11:37 PM,0,0,0,0,4.28073266296158,41.4408915099389,0
KNM-Kunak Mill,190418_PCF3_02_(02)_2339,ALAN,11:39 PM,0,0,0,0,4.22673824543307,41.5187596520517,0
KNM-Kunak Mill,190418_PCF3_03_(01)_0150,ALAN,1:50 AM,0,0,0,0,4.22710461713464,40.2638358255106,0
KNM-Kunak Mill,190418_PCF3_03_(02)_0154,ALAN,1:54 AM,0,0,0,0,4.38330350404775,41.1942798682575,0
KNM-Kunak Mill,190418_PCF3_04_(01)_0628,ALAN,6:28 AM,0,0,0,0,4.58608140715928,40.0811460854565,0
KNM-Kunak Mill,190418_PKB1_01_(01)_2259,ALAN,10:59 PM,0,0,3.78136077018914,0,51.6577548310194,0,0.367189540722724
KNM-Kunak Mill,190418_PKB2_01_(01)_2303,ALAN,11:03 PM,0,0,4.24590277167905,0,50.9309619564966,0,0.305129065339743
KNM-Kunak Mill,190418_PKB3_01_(01)_2305,ALAN,11:05 PM,0,0,4.14400229017556,0,49.7390811713647,0,0.601545917086605
KNM-Kunak Mill,190418_PKB4_01_(01)_1757,ALAN,5:57 PM,0,0,4.06079273279322,0,50.2945413607109,0,0.272898318155395
KNM-Kunak Mill,190418_PKP_01_(01)_0631,ALAN,6:31 AM,0,0,5.44995626206988,0,51.8467846382943,0,0.55330960994776
KNM-Kunak Mill,190418_PKP_01_(02)_0632,ALAN,6:32 AM,0,0,5.72169614682853,0,52.8204205158605,0,1.0707988997003
KNM-Kunak Mill,190418_PKWBC_01_(01)_2240,ALAN,10:40 PM,0,0,15.5451929905283,0,38.3070308451952,0,-3.05037676122538
KNM-Kunak Mill,190418_PKWBC_01_(02)_2241,ALAN,10:41 PM,0,0,15.4766015389851,0,38.4105233202554,0,-2.74276202938153
KNM-Kunak Mill,190418_PKWP_01_(01)_2344,ALAN,11:44 PM,0,0,15.9089218677587,0,36.9609013807001,0,-3.50721008243135
KNM-Kunak Mill,190418_PKWP_01_(02)_2345,ALAN,11:45 PM,0,0,16.2606490223429,0,37.3934724795748,0,-3.09732450151143
KNM-Kunak Mill,190418_SBGP_01_(01)_2212,ARIANSHAH,10:12 PM,0,0,92.308559153758,6.97274485602604,0.780488271319083,0,0
KNM-Kunak Mill,190418_SBGP_03_(01)_2345,ARIANSHAH,11:45 PM,0,0,91.2904489266322,7.57814473463233,1.21612507660298,0,0
KNM-Kunak Mill,190418_SBGP_04_(01)_0131,ARIANSHAH,1:31 AM,0,0,92.2490782581053,7.04943256612554,0.765802800920456,0,0
KNM-Kunak Mill,190418_SBGP_05_(01)_0417,HAMSAH,4:17 AM,0,0,95.3136852703033,3.61859164539308,1.05190577996627,0,0
KNM-Kunak Mill,190418_SC_01_(01)_2219,ARIANSHAH,10:19 PM,0,0,91.6673456260213,6.38028210948173,1.8923601219751,0,0
KNM-Kunak Mill,190418_SC_02_(01)_2221,ARIANSHAH,10:21 PM,0,0,91.5076239694987,6.51134708073754,1.90594110073514,0,0
KNM-Kunak Mill,190418_SC_03_(01)_2343,ARIANSHAH,11:43 PM,0,0,94.0497827839288,4.50439160914179,1.64127010454991,0,0
KNM-Kunak Mill,190418_SC_04_(01)_0137,ARIANSHAH,1:37 AM,0,0,94.0464104010346,4.45774775902168,1.73651424055606,0,0
KNM-Kunak Mill,190418_SC_05_(01)_0420,ARIANSHAH,4:20 AM,0,0,91.9124462248322,6.1434948088836,1.93639622604857,0,0
KNM-Kunak Mill,190418_SC_06_(01)_0654,ARIANSHAH,6:54 AM,0,0,92.811620431751,4.93502388344687,2.29531064221605,0,0
KNM-Kunak Mill,190418_UDCO_01_(01)_0445,ARIANSHAH,4:45 AM,0,0,19.480403050993,4.06709093442974,77.124836460388,0,0
KNM-Kunak Mill,190418_UF_01_(01)_0447,ARIANSHAH,4:47 AM,0,0,88.4561693624356,8.28217671119548,4.23026694053104,0,0
KNM-Kunak Mill,190419_CF_01_(01)_1137,HAMSAH,11:37 AM,0,0,0,0,4.66779669892621,38.3531560712101,0
KNM-Kunak Mill,190419_CF_02_(01)_1401,YAKUB,2:01 PM,0,0,0,0,5.25222403817531,37.8462622431761,0
KNM-Kunak Mill,190419_CF_03_(01)_1657,YAKUB,4:57 PM,0,0,0,0,4.33416574334997,37.2877964017891,0
KNM-Kunak Mill,190419_CF_04_(01)_1859,YAKUB,6:59 PM,0,0,0,0,4.27880560457005,37.8995767942383,0
KNM-Kunak Mill,190419_CF_05_(01)_2111,YAKUB,9:11 PM,0,0,0,0,5.02309126878084,36.2214587523664,0
KNM-Kunak Mill,190419_DC1_01_(01)_1430,YAKUB,2:30 PM,3.15901082225233,77.2222675129766,0,0,0,0,0
KNM-Kunak Mill,190419_DC1_02_(01)_1654,YAKUB,4:54 PM,3.18613450353211,75.1856419184224,0,0,0,0,0
KNM-Kunak Mill,190419_DC1_03_(01)_1901,YAKUB,7:01 PM,3.20682660276647,74.2153172653345,0,0,0,0,0
KNM-Kunak Mill,190419_DC1_04_(01)_2052,YAKUB,8:52 PM,3.30260012997938,73.6241351978968,0,0,0,0,0
KNM-Kunak Mill,190419_DCOA_01_(01)_1134,HAMSAH,11:34 AM,0,0,62.0513031447528,6.70984211052361,31.6323702495103,0,0
KNM-Kunak Mill,190419_DCOA_02_(01)_1426,YAKUB,2:26 PM,0,0,57.0362609393514,3.11183469150693,40.0733939242464,0,0
KNM-Kunak Mill,190419_DCOA_03_(01)_1650,YAKUB,4:50 PM,0,0,57.8353342127606,20.4542123861255,23.4475021360855,0,0
KNM-Kunak Mill,190419_DCOA_04_(01)_1855,YAKUB,6:55 PM,0,0,71.2837268577441,7.30257422580307,22.3400106939009,0,0
KNM-Kunak Mill,190419_DCOA_05_(01)_2100,YAKUB,9:00 PM,0,0,51.5017223142581,13.6172377144136,35.3114653754249,0,0
KNM-Kunak Mill,190419_DCOB_01_(01)_2124,YAKUB,9:24 PM,0,0,94.7719620062741,-1.53172442720569,7.94073159500828,0,0
KNM-Kunak Mill,190419_EFB_01_(01)_1410,YAKUB,2:10 PM,1.61606947818413,52.4390741196632,0,0,0,0,0
KNM-Kunak Mill,190419_EFB_02_(01)_2131,YAKUB,9:31 PM,3.2614582087342,58.5732554037716,0,0,0,0,0
KNM-Kunak Mill,190419_HPD1_01_(01)_1421,YAKUB,2:21 PM,0,0,93.8993198317132,5.19557752623455,0.893713858828357,0,0
KNM-Kunak Mill,190419_HPD1_02_(01)_1639,YAKUB,4:39 PM,0,0,91.7313561144035,7.52661474120015,0.783551561676629,0,0
KNM-Kunak Mill,190419_HPD1_03_(01)_1849,YAKUB,6:49 PM,0,0,92.47171504625,6.73883152893572,0.836790995139545,0,0
KNM-Kunak Mill,190419_HPD1_04_(01)_2048,YAKUB,8:48 PM,0,0,93.326112766762,5.6701455894748,1.01829938801959,0,0
KNM-Kunak Mill,190419_PCF1_01_(01)_1143,HAMSAH,11:43 AM,0,0,0,0,5.30471446825627,43.5236694113897,0
KNM-Kunak Mill,190419_PCF1_02_(01)_1355,YAKUB,1:55 PM,0,0,0,0,5.58347838594557,42.2160669734037,0
KNM-Kunak Mill,190419_PCF1_03_(01)_1741,ALAN,5:41 PM,0,0,0,0,4.464151178317,41.0456804387974,0
KNM-Kunak Mill,190419_PCF1_04_(01)_1925,YAKUB,7:25 PM,0,0,0,0,4.72174739110333,42.8943548179986,0
KNM-Kunak Mill,190419_PCF1_05_(01)_2135,YAKUB,9:35 PM,0,0,0,0,4.00864325860219,40.9497162028871,0
KNM-Kunak Mill,190419_PCF2_02_(01)_1358,YAKUB,1:58 PM,0,0,0,0,4.68229041318093,38.4870964414727,0
KNM-Kunak Mill,190419_PCF2_03_(01)_1742,ALAN,5:42 PM,0,0,0,0,4.35526456806686,41.0324659523618,0
KNM-Kunak Mill,190419_PCF2_04_(01)_1926,YAKUB,7:26 PM,0,0,0,0,4.79332706141201,42.5900864553321,0
KNM-Kunak Mill,190419_PCF2_05_(01)_2147,YAKUB,9:47 PM,0,0,0,0,3.97736084893146,40.8866299702975,0
KNM-Kunak Mill,190419_PKB1_01_(01)_1755,YAKUB,5:55 PM,0,0,2.4338038671079,0,51.7313356195739,0,1.34182006678801
KNM-Kunak Mill,190419_PKB2_01_(01)_1800,YAKUB,6:00 PM,0,0,2.76442112502702,0,52.9079137411474,0,1.2831418367953
KNM-Kunak Mill,190419_PKB3_01_(01)_1803,YAKUB,6:03 PM,0,0,3.06004841475691,0,53.9231246694377,0,1.34379629354721
KNM-Kunak Mill,190419_PKB4_01_(01)_1757,YAKUB,5:57 PM,0,0,2.85766063185395,0,51.0733510098446,0,1.64281764752035
KNM-Kunak Mill,190419_PKP_01_(01)_2142,YAKUB,9:42 PM,0,0,4.00177470777944,0,52.1933376708998,0,0.962806641229672
KNM-Kunak Mill,190419_PKP_01_(02)_2144,YAKUB,9:44 PM,0,0,4.15964527062664,0,52.1801859696765,0,0.909446524612603
KNM-Kunak Mill,190419_PKWBC_01_(01)_1441,YAKUB,2:41 PM,0,0,17.8182838271814,0,38.4775093361358,0,-4.61992205621691
KNM-Kunak Mill,190419_PKWP_01_(01)_1830,YAKUB,6:30 PM,0,0,14.5294397877743,0,42.7310348383386,0,-1.54482490712995
KNM-Kunak Mill,190419_SBGP_01_(01)_1131,HAMSAH,11:31 AM,0,0,96.7350405640222,2.42308390197941,0.800689197797219,0,0
KNM-Kunak Mill,190419_SBGP_02_(01)_1419,HAMSAH,2:19 PM,0,0,94.6075260863115,4.32091247188174,1.03877990668012,0,0
KNM-Kunak Mill,190419_SBGP_03_(01)_1641,YAKUB,4:41 PM,0,0,93.321128959987,5.42298183553618,1.28218205168648,0,0
KNM-Kunak Mill,190419_SBGP_04_(01)_1857,YAKUB,6:57 PM,0,0,93.1428087257393,5.60529347896715,1.26540629102614,0,0
KNM-Kunak Mill,190419_SBGP_05_(01)_2057,YAKUB,8:57 PM,0,0,90.3704298225495,8.35358485030786,1.3022367919678,0,0
KNM-Kunak Mill,190419_SC_01_(01)_1424,YAKUB,2:24 PM,0,0,95.1037378125032,3.96768459256665,1.11668335705205,0,0
KNM-Kunak Mill,190419_SC_02_(01)_1645,YAKUB,4:45 PM,0,0,89.3488969332039,6.17240281187223,4.43732868042156,0,0
KNM-Kunak Mill,190419_SC_04_(01)_1842,YAKUB,6:42 PM,0,0,90.42465967149,4.76892145819363,4.72787535421709,0,0
KNM-Kunak Mill,190419_SC_05_(01)_2108,YAKUB,9:08 PM,0,0,90.8026415110755,5.45879742313129,3.51215175045695,0,0
KNM-Kunak Mill,190419_SC_05_(02)_2114,YAKUB,9:14 PM,0,0,97.1801797158607,2.59528719290535,0.892854926888494,0,0
KNM-Kunak Mill,190419_UDCO_01_(01)_2128,YAKUB,9:28 PM,0,0,26.7683153023062,18.5002296966374,55.9433541119695,0,0
KNM-Kunak Mill,190419_UF_01_(01)_2117,YAKUB,9:17 PM,0,0,87.2456122474487,10.5461869184767,5.31970130868797,0,0
KNM-Kunak Mill,190420_CF_01_(01)_1210,YAKUB,0:10 PM,0,0,0,0,4.79253488437375,39.8448846978956,0
KNM-Kunak Mill,190420_CF_02_(01)_1349,YAKUB,1:49 PM,0,0,0,0,4.47586824719207,39.2454566929442,0
KNM-Kunak Mill,190420_CF_03_(01)_1524,YAKUB,3:24 PM,0,0,0,0,4.882796860163,38.3310155814956,0
KNM-Kunak Mill,190420_CF_04_(01)_1734,SYAMSIR,5:34 PM,0,0,0,0,4.46560117698191,38.1373986710276,0
KNM-Kunak Mill,190420_CF_05_(01)_1824,HERMAN,6:24 PM,0,0,0,0,4.32837216213348,37.0484589744293,0
KNM-Kunak Mill,190420_CF_06_(01)_2054,ARIANSHAH,8:54 PM,0,0,0,0,4.09447099335167,40.4842337128413,0
KNM-Kunak Mill,190420_CF_07_(01)_2223,ARIANSHAH,10:23 PM,0,0,0,0,4.03024540260948,41.2085234801383,0
KNM-Kunak Mill,190420_DC1_01_(01)_1648,YAKUB,4:48 PM,3.02924439286003,77.1477166845981,0,0,0,0,0
KNM-Kunak Mill,190420_DC1_02_(01)_1759,HAMSAH,5:59 PM,2.90686754960943,76.7082725169433,0,0,0,0,0
KNM-Kunak Mill,190420_DC1_03_(01)_1827,SYAMSIR,6:27 PM,3.55641216077633,73.2767631641927,0,0,0,0,0
KNM-Kunak Mill,190420_DC1_04_(01)_2051,HERMAN,8:51 PM,3.49461345279004,73.4284264468682,0,0,0,0,0
KNM-Kunak Mill,190420_DC1_05_(01)_2227,ARIANSHAH,10:27 PM,3.67635360897406,72.7297997227674,0,0,0,0,0
KNM-Kunak Mill,190420_DC1_06_(01)_0111,ARIANSHAH,1:11 AM,3.85867981463744,69.501682722195,0,0,0,0,0
KNM-Kunak Mill,190420_DC1_07_(01)_1552,ARIANSHAH,3:52 PM,3.86762930933997,69.2980321210794,0,0,0,0,0
KNM-Kunak Mill,190420_DCOA_01_(01)_1415,HAMSAH,2:15 PM,0,0,52.2123966570188,6.92435566587754,41.7194711383394,0,0
KNM-Kunak Mill,190420_DCOA_02_(01)_1548,HAMSAH,3:48 PM,0,0,47.59024579277,12.0942787145609,41.5831457399574,0,0
KNM-Kunak Mill,190420_DCOA_03_(01)_1644,HAMSAH,4:44 PM,0,0,42.3298341026887,9.47767167589248,48.8299574622682,0,0
KNM-Kunak Mill,190420_DCOA_04_(01)_1756,SYAMSIR,5:56 PM,0,0,53.7958888629218,14.4531392508764,31.9157115124276,0,0
KNM-Kunak Mill,190420_DCOA_05_(01)_1820,HERMAN,6:20 PM,0,0,30.3376475600576,19.534818712131,51.2343412225159,0,0
KNM-Kunak Mill,190420_DCOA_06_(01)_2047,ARIANSHAH,8:47 PM,0,0,46.0930493260674,16.3010615756684,39.1548793138791,0,0
KNM-Kunak Mill,190420_DCOA_07_(01)_2240,ARIANSHAH,10:40 PM,0,0,57.8895837679948,9.10928430803242,33.049368536433,0,0
KNM-Kunak Mill,190420_DCOB_01_(01)_1835,HERMAN,6:35 PM,0,0,51.406422749882,12.9486933448184,36.1822172017195,0,0
KNM-Kunak Mill,190420_DCOB_02_(01)_2243,ARIANSHAH,10:43 PM,0,0,57.310257720534,13.0937379869211,30.6323371071413,0,0
KNM-Kunak Mill,190420_EFB_01_(01)_1823,SYAMSIR,6:23 PM,3.02671358881659,55.0979344261683,0,0,0,0,0
KNM-Kunak Mill,190420_EFB_02_(01)_2349,ARIANSHAH,11:49 PM,7.22305149331797,66.7239881445011,0,0,0,0,0
KNM-Kunak Mill,190420_EFB_02_(02)_2350,ARIANSHAH,11:50 PM,7.24232065609843,66.494038608242,0,0,0,0,0
KNM-Kunak Mill,190420_HPD1_01_(01)_1542,HAMSAH,3:42 PM,0,0,93.2363234885868,5.69270682011119,1.09146416281974,0,0
KNM-Kunak Mill,190420_HPD1_02_(01)_1639,HAMSAH,4:39 PM,0,0,93.3295831898092,5.56851987727052,1.11253236773685,0,0
KNM-Kunak Mill,190420_HPD1_03_(01)_1750,SYAMSIR,5:50 PM,0,0,92.7042161860122,5.35917116074755,1.90021851247105,0,0
KNM-Kunak Mill,190420_HPD1_04_(01)_1814,HERMAN,6:14 PM,0,0,91.8106592164778,6.44923811347072,1.76757727743309,0,0
KNM-Kunak Mill,190420_HPD1_05_(01)_2041,ARIANSHAH,8:41 PM,0,0,91.3603399112962,7.13026292922756,1.5443326780904,0,0
KNM-Kunak Mill,190420_HPD1_06_(01)_2237,ARIANSHAH,10:37 PM,0,0,92.3383465460238,5.94520670200736,1.73426005301758,0,0
KNM-Kunak Mill,190420_HPD1_07_(01)_0107,ARIANSHAH,1:07 AM,0,0,91.5106167194771,7.0725564083354,1.43550852435005,0,0
KNM-Kunak Mill,190420_PCF1_01_(01)_1213,YAKUB,0:13 PM,0,0,0,0,5.05406314008763,43.7389197037429,0
KNM-Kunak Mill,190420_PCF1_02_(01)_1353,YAKUB,1:53 PM,0,0,0,0,4.65658805710108,40.1962379888971,0
KNM-Kunak Mill,190420_PCF1_03_(01)_1528,HAMSAH,3:28 PM,0,0,0,0,4.89921726467328,42.5559915560593,0
KNM-Kunak Mill,190420_PCF1_04_(01)_1739,SYAMSIR,5:39 PM,0,0,0,0,3.81221161873535,41.3555849812676,0
KNM-Kunak Mill,190420_PCF1_05_(01)_2057,ALAN,8:57 PM,0,0,0,0,3.71211282160047,39.0532312076693,0
KNM-Kunak Mill,190420_PCF1_06_(01)_2325,ALAN,11:25 PM,0,0,0,0,3.69129531893761,38.251346017578,0
KNM-Kunak Mill,190420_PCF2_01_(01)_1216,YAKUB,0:16 PM,0,0,0,0,4.81048210571731,42.1314220231484,0
KNM-Kunak Mill,190420_PCF2_02_(01)_1356,YAKUB,1:56 PM,0,0,0,0,4.59655052696653,39.2808907148194,0
KNM-Kunak Mill,190420_PCF2_03_(01)_1533,HAMSAH,3:33 PM,0,0,0,0,5.2513258435274,43.5000050271384,0
KNM-Kunak Mill,190420_PCF2_04_(01)_1741,SYAMSIR,5:41 PM,0,0,0,0,3.99879411687514,41.5724941286658,0
KNM-Kunak Mill,190420_PCF2_04_(02)_1743,SYAMSIR,5:43 PM,0,0,0,0,4.03379005255435,41.554350819237,0
KNM-Kunak Mill,190420_PCF2_05_(01)_2100,ALAN,9:00 PM,0,0,0,0,3.93472047633559,36.982847969935,0
KNM-Kunak Mill,190420_PCF2_06_(01)_2328,ALAN,11:28 PM,0,0,0,0,3.48908526785556,40.1026868779789,0
KNM-Kunak Mill,190420_PCF3_01_(01)_1537,HAMSAH,3:37 PM,0,0,0,0,5.50053458831727,44.1798319643917,0
KNM-Kunak Mill,190420_PCF3_02_(01)_1745,SYAMSIR,5:45 PM,0,0,0,0,4.38521227333148,42.4811982247481,0
KNM-Kunak Mill,190420_PCF3_03_(01)_2058,ALAN,8:58 PM,0,0,0,0,3.84795225387918,39.1062971124065,0
KNM-Kunak Mill,190420_PCF3_04_(01)_2326,ALAN,11:26 PM,0,0,0,0,3.67400864023155,38.0967095085478,0
KNM-Kunak Mill,190420_PCF3_04_(02)_2327,ALAN,11:27 PM,0,0,0,0,3.67400864023155,38.0967095085478,0
KNM-Kunak Mill,190420_PKB1_01_(01)_2028,ALAN,8:28 PM,0,0,9.3041647607132,0,46.1485212027685,0,0.965956726670729
KNM-Kunak Mill,190420_PKB2_01_(01)_2031,ALAN,8:31 PM,0,0,9.45806950143697,0,44.5815632294389,0,1.07433614611213
KNM-Kunak Mill,190420_PKB3_01_(01)_2029,ALAN,8:29 PM,0,0,9.21001037579347,0,46.9680663897128,0,0.314226494959893
KNM-Kunak Mill,190420_PKB4_01_(01)_2033,ALAN,8:33 PM,0,0,8.78208312035229,0,44.7091403272715,0,1.10269506610251
KNM-Kunak Mill,190420_PKP_01_(01)_1728,ALAN,5:28 PM,0,0,5.62482759351658,0,47.7104187009945,0,0.633822896768269
KNM-Kunak Mill,190420_PKP_01_(02)_0127,ALAN,1:27 AM,0,0,7.54333889055688,0,46.1789673593768,0,0.394005217843249
KNM-Kunak Mill,190420_PKWBC_01_(01)_1921,ALAN,7:21 PM,0,0,16.3461633530573,0,38.5547203877006,0,-1.58568378488846
KNM-Kunak Mill,190420_PKWBC_01_(02)_1925,ALAN,7:25 PM,0,0,16.5522092997057,0,39.5168465229957,0,-1.05754929054368
KNM-Kunak Mill,190420_PKWP_01_(01)_1923,ALAN,7:23 PM,0,0,16.8748893582553,0,37.6352257566198,0,-1.95035541397219
KNM-Kunak Mill,190420_PKWP_01_(02)_1924,ALAN,7:24 PM,0,0,16.3302218198139,0,37.9405959439039,0,-1.943957162671
KNM-Kunak Mill,190420_SBGP_01_(01)_1409,HAMSAH,2:09 PM,0,0,97.3230001163098,1.97284468329469,0.693656765378183,0,0
KNM-Kunak Mill,190420_SBGP_02_(01)_1539,HAMSAH,3:39 PM,0,0,96.0117551296224,2.71169319977521,1.23445068564931,0,0
KNM-Kunak Mill,190420_SBGP_03_(01)_1636,HAMSAH,4:36 PM,0,0,96.9255656090842,1.70910801589528,1.31413487489366,0,0
KNM-Kunak Mill,190420_SBGP_04_(01)_1747,SYAMSIR,5:47 PM,0,0,93.4126891038387,4.55761275745822,1.99464494958065,0,0
KNM-Kunak Mill,190420_SBGP_05_(01)_1817,HERMAN,6:17 PM,0,0,94.856468024938,3.25237314637609,1.85478840427961,0,0
KNM-Kunak Mill,190420_SBGP_06_(01)_2038,ARIANSHAH,8:38 PM,0,0,92.454182657831,5.89813254207588,1.6327384431675,0,0
KNM-Kunak Mill,190420_SBGP_07_(01)_2234,ARIANSHAH,10:34 PM,0,0,92.9012893711404,5.76566034517834,1.35050847154219,0,0
KNM-Kunak Mill,190420_SC_01_(01)_1545,HAMSAH,3:45 PM,0,0,92.9614233465849,4.68744971355791,2.2717425209516,0,0
KNM-Kunak Mill,190420_SC_02_(01)_1641,HAMSAH,4:41 PM,0,0,96.5384942955935,3.45599653433743,0.638897097343349,0,0
KNM-Kunak Mill,190420_SC_03_(01)_1753,HAMSAH,5:53 PM,0,0,95.9976907823928,2.55644004045925,2.08006845941092,0,0
KNM-Kunak Mill,190420_SC_04_(01)_1812,SYAMSIR,6:12 PM,0,0,92.9478662398592,5.34511973166811,1.84280054602938,0,0
KNM-Kunak Mill,190420_SC_05_(01)_2044,HERMAN,8:44 PM,0,0,92.5889742544738,5.24469894676676,2.2697133788313,0,0
KNM-Kunak Mill,190420_SC_06_(01)_2240,ARIANSHAH,10:40 PM,0,0,92.5886268328864,5.44386014600493,1.98352441405685,0,0
KNM-Kunak Mill,190420_SC_07_(01)_1412,ARIANSHAH,2:12 PM,0,0,92.8268956645598,5.00507034099726,2.10594120076863,0,0
KNM-Kunak Mill,190420_UDCO_01_(01)_1839,HERMAN,6:39 PM,0,0,47.3967651084254,10.0055095216456,42.2623484971535,0,0
KNM-Kunak Mill,190420_UDCO_02_(01)_2337,ARIANSHAH,11:37 PM,0,0,20.2865631861638,9.81300075888297,69.6863935384005,0,0
KNM-Kunak Mill,190420_UF_01_(01)_1831,HERMAN,6:31 PM,0,0,89.0819662020368,13.6240915924117,3.60729030129461,0,0
KNM-Kunak Mill,190420_UF_02_(01)_2333,ARIANSHAH,11:33 PM,0,0,84.1200489805337,7.76561122237489,7.14128504621054,0,0
